airline_sentiment,sentiment_confidence,text,clean_text
negative,1.0,.@united Let us know when you find everyone's luggage. Thanks. #UnitedAirlines,let u know find everyone luggage thanks unitedairlines
negative,1.0,"@JetBlue every time I look at the flight status, 30 more minutes is added to the delay. How about some points for trouble??",every time look flight status minute add delay point trouble ? ?
negative,1.0,@USAirways and @FlyKnoxville - bad weather should not be an excuse for not following established luggage procedures. #NoClothesNoInfo,bad weather should_not_be excuse not_following establish luggage procedure noclothesnoinfo
negative,1.0,"@AmericanAir flights been Cancelled Flightled, can't get through to the desk and nothing showing online under my reservation - what do I do?",flight cancel flightled cannot_get desk nothing show online reservation ?
negative,1.0,@AmericanAir flight was Cancelled Flightled can you guys help?,flight cancel flightled guy help ?
negative,1.0,"@SouthwestAir After multiple attempts, I was finally able to submit them Late Flight last night.",multiple attempt finally able submit late flight last night
negative,0.6894,@AmericanAir don't merge with an airline that ain't ready for prime time and book your elite flyers on it! #NotHappy @USAirways #NeedCoffee,do_not_merge airline are_not_ready prime time book elite flyer ! nothappy needcoffee
negative,1.0,"@AmericanAir @brewcrewfan8 Is this real life, AA? Like, 2015 real life? You should be emailing/calling/DMing people you've inconvenienced.",real life aa ? like real life ? email call dming people inconvenience
positive,0.6789,@AmericanAir Thank you.,thank
positive,1.0,@SouthwestAir hello #SouthwestAir I'm  happy to be flying with you this morning DAL-MDW #4053 looking forward to a comfortable fight,hello southwestair happy fly morning dal mdw look forward comfortable fight
negative,1.0,@AmericanAir yes. Just sayin' that was a particularly poorly handled situation.,yes sayin particularly poorly handle situation
negative,1.0,"@united - 75% of a plane's passengers boarding in your ""Premier"" groups might be an indication of a broken process.",plane passenger board premier group might indication broken process
neutral,0.6762,@united Okay thank you,okay thank
negative,0.6555,@SouthwestAir please start flying to Huntsville so I never have to fly American Airlines again,please start fly huntsville so never_have fly american airline
negative,1.0,@USAirways never flying you guys again. your customer service is awful,never_flying guy customer service awful
negative,1.0,@united hi.I am still waiting for the refund. This is ridiculous.Or u approve my tickets or u give me a refund.Please advise wht is going on,hi still wait refund ridiculous approve ticket give refund please advise wht go
negative,1.0,@JetBlue You respond to complaints about cultural appropriation with more of it!?  You're  now below Spirit Airlines on my fly list.,respond complaint cultural appropriation ! ? spirit airline fly list
negative,0.6489,"@united I need you to get my cousin to PDX, she's on 2 days of travel now and we've had to hire other sitters til she arrives, thx for that",need get cousin pdx day travel hire sitter til arrive thanks
neutral,1.0,"@united THIS IS THE  YEAR FOR VAN GOGH FANS TO VISIT EUROPE
http://t.co/e1EOfthgAJ",year van gogh fan visit europe
neutral,1.0,@SouthwestAir adds new direct flights from #Columbus to Oakland &amp; Boston starting August 2015 #cmh #oak #bos,add new direct flight columbus oakland amp boston start august cmh oak bos
negative,1.0,@AmericanAir I have almost 3 million miles w u so I am loyal to u.  When r u going to reciprocate?  What a joke,almost million mile w so loyal r go reciprocate ? joke
negative,1.0,"@USAirways your customer service in Philly is deplorable, rude &amp; unprofessional gate agents after delays &amp; Cancelled Flightations #takingthistothetop",customer service philly deplorable rude amp unprofessional gate agent delay amp cancelled flightations takingthistothetop
negative,1.0,@USAirways on delayed flight from Phil to stt and looks like we'll miss the car ferry to at john where our lodging is. Help with housing?,delay flight phil stt look like miss car ferry john lodge help housing ?
neutral,1.0,@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,special assistance travel alone w kid infant ? priority boarding ?
negative,0.6893,"@united @upgrd I guess the Kit Kat looks tasty... not going near that ""sandwich.""",guess kit kat look tasty not_going near sandwich
negative,1.0,@AmericanAir Unfortunately that is not true. A robot apologizes and hangs up. So how do I get help?,unfortunately is_not_true robot apologizes hang up so get help ?
positive,1.0,@JetBlue thanks for listening. Doesn't mean I don't appreciate you!,thanks listen does_not_mean do_not_appreciate !
negative,0.6395,@JetBlue flight was two days ago. Flight 1918 from POS.,flight two day ago flight po
negative,1.0,@AmericanAir are you ignoring me on purpose? It was sad enough having your automated system hang up on me 😭,ignore purpose ? sad enough automated system hang up loudly_crying_face
negative,1.0,@united compensate us for new clothes bet you won't,compensate u new clothes bet not
negative,0.6869,"@united @PGATOUR @NTrustOpen Next thing you know, United will believe they are above the DOT and take them to court. United is anti-consumer",next thing know united believe dot take court unite anti consumer
neutral,1.0,"@united so going forward, I shouldn't be Flight Booking Problems Star Alliance flights through the United App?",so go forward should_not_be flight book problem star alliance flight unite app ?
positive,0.6487,@SouthwestAir Thanks! Confirmation number just DMed. Appreciate any help!,thanks ! confirmation number dmed appreciate help !
neutral,0.6447,Why we can't have nice things. RT @JetBlue: Our fleet's on fleek. http://t.co/HP9RPPCvHx,cannot_have nice thing rt fleet fleek
negative,1.0,@USAirways just Cancelled Flighted my flight and told me to call to rebook. Been on hold for 48 minutes at 4 am and still waiting,cancel flight flight tell call rebook hold minute still wait
negative,1.0,"@AmericanAir FYI twice now I've tried the ""we'll call you when someone is free"" thing. Both times it called, I picked up, then it hung up.",fyi twice try call someone free thing time call pick up hung up
positive,1.0,@USAirways They were breathing very heavily. but were super helpful. Thank you.,breathe very heavily super helpful thank
negative,1.0,@united meant changed planes - i hate seating over wing if u wanted I would have booked it - u will get formal complaint,meant change plane hate seating over wing want would book get formal complaint
negative,1.0,@USAirways @AmericanAir how do I get thru on hold over 3 hours ?,get thru hold over hour ?
negative,1.0,@united A change fee of $200. Same exact flight from ATL-HOU is $165. Why a charge of $574? The math doesn't add up.,change fee exact flight atl hou charge ? math does_not_add up
positive,1.0,@SouthwestAir Thanks for helping my mom after @allegiantair wouldn't let her get on her plane in Orlando! You're the best! #customerservice,thanks help mom would_not_let get plane orlando ! best ! customerservice
negative,1.0,@united ^GJ flight 1101 didn't have wifi even though it was promised to by your ground crew. #AnotherDisappointment,gj flight did_not_have wifi even though promise ground crew anotherdisappointment
negative,1.0,@USAirways my option is to use twitter. Most of the people working for u have no clue what they do. they tell you to go to A4 but its b16,option use twitter people work no_clue tell go b
neutral,1.0,@united what happened to flight status map? It was so cool..,happen flight status map ? so cool
negative,0.6842,@VirginAmerica SFO-PDX schedule is still MIA.,sfo pdx schedule still mia
positive,1.0,"@united please do! She went above and beyond what she had to do, she made us her number one priority!",please ! go beyond make u number one priority !
negative,1.0,@USAirways yet again your staff in Philadelphia  failed to send my luggage home with me. #alwayshappensthere #angrytraveler,yet staff philadelphia fail send luggage home alwayshappensthere angrytraveler
positive,0.6667,@JetBlue Thank you guys! Brilliant customer service,thank guy ! brilliant customer service
neutral,0.916,"@SouthwestAir If a travel advisory is posted for DEN, can I then make changes to my ticket? Anything I need to know before I call?",travel advisory post den make change ticket ? anything need know call ?
negative,1.0,@JetBlue I would drive 2 1/2 hours to jfk to board JetBlue to Vegas instead of closer Hartford airport. Cramming more seats on plane.NO MORE,would drive hour jfk board jetblue vegas instead closer hartford airport cram seat plane no_more
